validation_loss,accuracy,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.37622601539236517,49.90196199331615,553.6613855361938,True,False,,,1,e8187_00046,c13bac02ab304b759eecc36e384aa8aa,2022-10-18_23-32-06,1666153926,553.6613855361938,375645,bigram2.las.iastate.edu,10.90.4.53,553.6613855361938,0,1,0.0038461685180664062
0.25413483017209004,49.84646878198567,4.9690210819244385,True,False,,,2,e8187_00046,c13bac02ab304b759eecc36e384aa8aa,2022-10-18_23-32-11,1666153931,558.6304066181183,375645,bigram2.las.iastate.edu,10.90.4.53,558.6304066181183,0,2,0.0038461685180664062
0.3328150546407713,49.84646878198567,5.301469802856445,True,False,,,3,e8187_00046,c13bac02ab304b759eecc36e384aa8aa,2022-10-18_23-32-16,1666153936,563.9318764209747,375645,bigram2.las.iastate.edu,10.90.4.53,563.9318764209747,0,3,0.0038461685180664062
0.15524785458461654,50.65790284988469,4.7511255741119385,True,False,,,4,e8187_00046,c13bac02ab304b759eecc36e384aa8aa,2022-10-18_23-32-21,1666153941,568.6830019950867,375645,bigram2.las.iastate.edu,10.90.4.53,568.6830019950867,0,4,0.0038461685180664062
0.8538988935782917,49.84523559951166,4.857140779495239,True,False,,,5,e8187_00046,c13bac02ab304b759eecc36e384aa8aa,2022-10-18_23-32-26,1666153946,573.5401427745819,375645,bigram2.las.iastate.edu,10.90.4.53,573.5401427745819,0,5,0.0038461685180664062
0.1794673429621724,50.550615974645766,5.13306736946106,True,False,,,6,e8187_00046,c13bac02ab304b759eecc36e384aa8aa,2022-10-18_23-32-31,1666153951,578.673210144043,375645,bigram2.las.iastate.edu,10.90.4.53,578.673210144043,0,6,0.0038461685180664062
0.11063404082575722,50.75532426533154,5.486048221588135,True,False,,,7,e8187_00046,c13bac02ab304b759eecc36e384aa8aa,2022-10-18_23-32-36,1666153956,584.1592583656311,375645,bigram2.las.iastate.edu,10.90.4.53,584.1592583656311,0,7,0.0038461685180664062
0.19177827646208662,50.79848565192191,4.81510066986084,True,False,,,8,e8187_00046,c13bac02ab304b759eecc36e384aa8aa,2022-10-18_23-32-41,1666153961,588.974359035492,375645,bigram2.las.iastate.edu,10.90.4.53,588.974359035492,0,8,0.0038461685180664062
0.4917289645188692,49.84646878198567,4.595517158508301,True,False,,,9,e8187_00046,c13bac02ab304b759eecc36e384aa8aa,2022-10-18_23-32-46,1666153966,593.5698761940002,375645,bigram2.las.iastate.edu,10.90.4.53,593.5698761940002,0,9,0.0038461685180664062
0.1662119214174387,49.87729834383593,5.131832838058472,True,False,,,10,e8187_00046,c13bac02ab304b759eecc36e384aa8aa,2022-10-18_23-32-51,1666153971,598.7017090320587,375645,bigram2.las.iastate.edu,10.90.4.53,598.7017090320587,0,10,0.0038461685180664062
