loss,accuracy,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.08709434375776032,58.17571690054911,78.71622443199158,True,True,,,1,83f5e_00055,9eca11c2b1bb42b085bcea6059d5f9ea,2022-10-20_16-57-58,1666303078,78.71622443199158,16496,swift-5.las.iastate.edu,10.90.5.66,78.71622443199158,0,1,0.0022444725036621094
